Selection	View	Channel	SID	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Date	Begin Hour	Begin Path	Begin File	File Offset (s)	Date Check	Time Check	Score	Tags	Notes
17596	Spectrogram 	04	04	2672955.883975	2672961.700025	13	29	08/11/2018	10	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_103000Z.aif	86896MD01_016K_M04_multi_20180811_103000Z.aif	855.883974752	08/11/2018	10:44:15.884	0.596359	1-4-f	parm file = FW2O_p25.mat
17597	Spectrogram 	02	02	2673137.227149	2673141.284859	13	34	08/11/2018	10	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_104500Z.aif	86896MD01_016K_M04_multi_20180811_104500Z.aif	137.227149	08/11/2018	10:47:17.227	0.508570	1-2-f	parm file = FW2O_p25.mat
17598	Spectrogram 	01	01	2673323.459978	2673329.276028	13	29	08/11/2018	10	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_104500Z.aif	86896MD01_016K_M04_multi_20180811_104500Z.aif	323.459978105	08/11/2018	10:50:23.460	0.524121	1-4-f	parm file = FW2O_p25.mat
17599	Spectrogram 	01	01	2673334.467978	2673340.284028	13	29	08/11/2018	10	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_104500Z.aif	86896MD01_016K_M04_multi_20180811_104500Z.aif	334.467978105	08/11/2018	10:50:34.468	0.547967	1-4-f	parm file = FW2O_p25.mat
17600	Spectrogram 	01	01	2673348.035978	2673353.852028	13	29	08/11/2018	10	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_104500Z.aif	86896MD01_016K_M04_multi_20180811_104500Z.aif	348.035978105	08/11/2018	10:50:48.036	0.526690	1-4-f	parm file = FW2O_p25.mat
17601	Spectrogram 	03	03	2673349.571978	2673355.388028	13	29	08/11/2018	10	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_104500Z.aif	86896MD01_016K_M04_multi_20180811_104500Z.aif	349.571978105	08/11/2018	10:50:49.572	0.510541	1-4-f	parm file = FW2O_p25.mat
17602	Spectrogram 	02	02	2673854.347978	2673860.164028	13	29	08/11/2018	10	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_104500Z.aif	86896MD01_016K_M04_multi_20180811_104500Z.aif	854.347978	08/11/2018	10:59:14.348	0.502711	1-4-f	parm file = FW2O_p25.mat
17603	Spectrogram 	02	02	2673900.000000	2673904.956025	13	29	08/11/2018	10	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_110000Z.aif	86896MD01_016K_M04_multi_20180811_110000Z.aif	  0.000000	08/11/2018	10:59:59.140	0.541409	1-4-f	parm file = FW2O_p25.mat
17604	Spectrogram 	01	01	2673932.275142	2673936.332852	13	34	08/11/2018	11	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_110000Z.aif	86896MD01_016K_M04_multi_20180811_110000Z.aif	32.275141823	08/11/2018	11:00:32.275	0.547155	1-2-f	parm file = FW2O_p25.mat
17605	Spectrogram 	01	01	2674109.667142	2674113.724852	13	34	08/11/2018	11	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_110000Z.aif	86896MD01_016K_M04_multi_20180811_110000Z.aif	209.667141823	08/11/2018	11:03:29.667	0.612133	1-2-f	parm file = FW2O_p25.mat
17606	Spectrogram 	04	04	2674118.771971	2674124.588021	13	29	08/11/2018	11	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_110000Z.aif	86896MD01_016K_M04_multi_20180811_110000Z.aif	218.771971399	08/11/2018	11:03:38.772	0.577465	1-4-f	parm file = FW2O_p25.mat
17607	Spectrogram 	01	01	2674145.755142	2674149.812852	13	34	08/11/2018	11	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_110000Z.aif	86896MD01_016K_M04_multi_20180811_110000Z.aif	245.755141823	08/11/2018	11:04:05.755	0.503252	1-2-f	parm file = FW2O_p25.mat
17608	Spectrogram 	01	01	2674159.579142	2674163.636852	13	34	08/11/2018	11	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_110000Z.aif	86896MD01_016K_M04_multi_20180811_110000Z.aif	259.579141823	08/11/2018	11:04:19.579	0.531429	1-2-f	parm file = FW2O_p25.mat
17609	Spectrogram 	01	01	2674178.267142	2674182.324852	13	34	08/11/2018	11	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_110000Z.aif	86896MD01_016K_M04_multi_20180811_110000Z.aif	278.267141823	08/11/2018	11:04:38.267	0.510355	1-2-f	parm file = FW2O_p25.mat
17610	Spectrogram 	01	01	2674416.467971	2674422.284021	13	29	08/11/2018	11	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_110000Z.aif	86896MD01_016K_M04_multi_20180811_110000Z.aif	516.467971399	08/11/2018	11:08:36.468	0.632937	1-4-f	parm file = FW2O_p25.mat
17611	Spectrogram 	02	02	2674444.875971	2674450.692021	13	29	08/11/2018	11	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_110000Z.aif	86896MD01_016K_M04_multi_20180811_110000Z.aif	544.875971	08/11/2018	11:09:04.876	0.528034	1-4-f	parm file = FW2O_p25.mat
17612	Spectrogram 	02	02	2674452.555971	2674458.372021	13	29	08/11/2018	11	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_110000Z.aif	86896MD01_016K_M04_multi_20180811_110000Z.aif	552.555971	08/11/2018	11:09:12.556	0.579258	1-4-f	parm file = FW2O_p25.mat
17613	Spectrogram 	03	03	2674456.395971	2674462.212021	13	29	08/11/2018	11	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_110000Z.aif	86896MD01_016K_M04_multi_20180811_110000Z.aif	556.395971399	08/11/2018	11:09:16.396	0.560068	1-4-f	parm file = FW2O_p25.mat
17614	Spectrogram 	02	02	2674460.747971	2674466.564021	13	29	08/11/2018	11	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_110000Z.aif	86896MD01_016K_M04_multi_20180811_110000Z.aif	560.747971	08/11/2018	11:09:20.748	0.557193	1-4-f	parm file = FW2O_p25.mat
17615	Spectrogram 	01	01	2674684.723971	2674690.540021	13	29	08/11/2018	11	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_110000Z.aif	86896MD01_016K_M04_multi_20180811_110000Z.aif	784.723971399	08/11/2018	11:13:04.724	0.530120	1-4-f	parm file = FW2O_p25.mat
17616	Spectrogram 	03	03	2674746.667971	2674752.484021	13	29	08/11/2018	11	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_110000Z.aif	86896MD01_016K_M04_multi_20180811_110000Z.aif	846.667971399	08/11/2018	11:14:06.668	0.556425	1-4-f	parm file = FW2O_p25.mat
17617	Spectrogram 	03	03	2674786.459142	2674790.516852	13	34	08/11/2018	11	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_110000Z.aif	86896MD01_016K_M04_multi_20180811_110000Z.aif	886.459141823	08/11/2018	11:14:46.459	0.531224	1-2-f	parm file = FW2O_p25.mat
17618	Spectrogram 	04	04	2674786.459142	2674790.516852	13	34	08/11/2018	11	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_110000Z.aif	86896MD01_016K_M04_multi_20180811_110000Z.aif	886.459141823	08/11/2018	11:14:46.459	0.531369	1-2-f	parm file = FW2O_p25.mat
17619	Spectrogram 	04	04	2674803.603145	2674807.660855	13	34	08/11/2018	11	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_111500Z.aif	86896MD01_016K_M04_multi_20180811_111500Z.aif	3.603145176	08/11/2018	11:15:03.603	0.508959	1-2-f	parm file = FW2O_p25.mat
17620	Spectrogram 	01	01	2674816.147145	2674820.204855	13	34	08/11/2018	11	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_111500Z.aif	86896MD01_016K_M04_multi_20180811_111500Z.aif	16.147145176	08/11/2018	11:15:16.147	0.540238	1-2-f	parm file = FW2O_p25.mat
17621	Spectrogram 	03	03	2674903.947145	2674908.004855	13	34	08/11/2018	11	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_111500Z.aif	86896MD01_016K_M04_multi_20180811_111500Z.aif	103.947145176	08/11/2018	11:16:43.947	0.523622	1-2-f	parm file = FW2O_p25.mat
17622	Spectrogram 	03	03	2674928.011145	2674932.068855	13	34	08/11/2018	11	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_111500Z.aif	86896MD01_016K_M04_multi_20180811_111500Z.aif	128.011145176	08/11/2018	11:17:08.011	0.512174	1-2-f	parm file = FW2O_p25.mat
17623	Spectrogram 	04	04	2675110.147975	2675115.964025	13	29	08/11/2018	11	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_111500Z.aif	86896MD01_016K_M04_multi_20180811_111500Z.aif	310.147974752	08/11/2018	11:20:10.148	0.566947	1-4-f	parm file = FW2O_p25.mat
17624	Spectrogram 	02	02	2675112.051145	2675116.108855	13	34	08/11/2018	11	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_111500Z.aif	86896MD01_016K_M04_multi_20180811_111500Z.aif	312.051145	08/11/2018	11:20:12.051	0.575895	1-2-f	parm file = FW2O_p25.mat
17625	Spectrogram 	04	04	2675534.923145	2675538.980855	13	34	08/11/2018	11	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_111500Z.aif	86896MD01_016K_M04_multi_20180811_111500Z.aif	734.923145176	08/11/2018	11:27:14.923	0.505780	1-2-f	parm file = FW2O_p25.mat
17626	Spectrogram 	04	04	2675569.219145	2675573.276855	13	34	08/11/2018	11	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_111500Z.aif	86896MD01_016K_M04_multi_20180811_111500Z.aif	769.219145176	08/11/2018	11:27:49.219	0.585577	1-2-f	parm file = FW2O_p25.mat
17627	Spectrogram 	04	04	2675576.131145	2675580.188855	13	34	08/11/2018	11	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_111500Z.aif	86896MD01_016K_M04_multi_20180811_111500Z.aif	776.131145176	08/11/2018	11:27:56.131	0.509115	1-2-f	parm file = FW2O_p25.mat
17628	Spectrogram 	04	04	2675586.259975	2675592.076025	13	29	08/11/2018	11	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_111500Z.aif	86896MD01_016K_M04_multi_20180811_111500Z.aif	786.259974752	08/11/2018	11:28:06.260	0.526894	1-4-f	parm file = FW2O_p25.mat
17629	Spectrogram 	04	04	2675612.739145	2675616.796855	13	34	08/11/2018	11	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_111500Z.aif	86896MD01_016K_M04_multi_20180811_111500Z.aif	812.739145176	08/11/2018	11:28:32.739	0.535570	1-2-f	parm file = FW2O_p25.mat
17630	Spectrogram 	03	03	2675810.347149	2675814.404859	13	34	08/11/2018	11	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_113000Z.aif	86896MD01_016K_M04_multi_20180811_113000Z.aif	110.347148529	08/11/2018	11:31:50.347	0.508789	1-2-f	parm file = FW2O_p25.mat
17631	Spectrogram 	01	01	2675885.747978	2675891.564028	13	29	08/11/2018	11	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_113000Z.aif	86896MD01_016K_M04_multi_20180811_113000Z.aif	185.747978105	08/11/2018	11:33:05.748	0.531643	1-4-f	parm file = FW2O_p25.mat
17632	Spectrogram 	04	04	2675914.019149	2675918.076859	13	34	08/11/2018	11	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_113000Z.aif	86896MD01_016K_M04_multi_20180811_113000Z.aif	214.019148529	08/11/2018	11:33:34.019	0.553621	1-2-f	parm file = FW2O_p25.mat
17633	Spectrogram 	04	04	2676536.283149	2676540.340859	13	34	08/11/2018	11	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_113000Z.aif	86896MD01_016K_M04_multi_20180811_113000Z.aif	836.283148529	08/11/2018	11:43:56.283	0.540239	1-2-f	parm file = FW2O_p25.mat
17634	Spectrogram 	04	04	2676552.155149	2676556.212859	13	34	08/11/2018	11	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_113000Z.aif	86896MD01_016K_M04_multi_20180811_113000Z.aif	852.155148529	08/11/2018	11:44:12.155	0.554146	1-2-f	parm file = FW2O_p25.mat
17635	Spectrogram 	04	04	2677053.491971	2677059.308021	13	29	08/11/2018	11	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_114500Z.aif	86896MD01_016K_M04_multi_20180811_114500Z.aif	453.491971399	08/11/2018	11:52:33.492	0.505907	1-4-f	parm file = FW2O_p25.mat
17636	Spectrogram 	04	04	2677700.083975	2677705.900025	13	29	08/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_120000Z.aif	86896MD01_016K_M04_multi_20180811_120000Z.aif	200.083974752	08/11/2018	12:03:20.084	0.503691	1-4-f	parm file = FW2O_p25.mat
17637	Spectrogram 	04	04	2678075.707145	2678079.764855	13	34	08/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_120000Z.aif	86896MD01_016K_M04_multi_20180811_120000Z.aif	575.707145176	08/11/2018	12:09:35.707	0.620007	1-2-f	parm file = FW2O_p25.mat
17638	Spectrogram 	03	03	2678394.027975	2678399.844025	13	29	08/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_120000Z.aif	86896MD01_016K_M04_multi_20180811_120000Z.aif	894.027974752	08/11/2018	12:14:54.028	0.527573	1-4-f	parm file = FW2O_p25.mat
17639	Spectrogram 	03	03	2678691.979978	2678697.796028	13	29	08/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_121500Z.aif	86896MD01_016K_M04_multi_20180811_121500Z.aif	291.979978105	08/11/2018	12:19:51.980	0.509510	1-4-f	parm file = FW2O_p25.mat
17640	Spectrogram 	03	03	2678708.867978	2678714.684028	13	29	08/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_121500Z.aif	86896MD01_016K_M04_multi_20180811_121500Z.aif	308.867978105	08/11/2018	12:20:08.868	0.558621	1-4-f	parm file = FW2O_p25.mat
17641	Spectrogram 	03	03	2681791.712263	2681796.175743	8	38	08/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_130000Z.aif	86896MD01_016K_M04_multi_20180811_130000Z.aif	691.712263046	08/11/2018	13:11:31.712	0.535208	1-1-f	parm file = FW2O_p25.mat
17642	Spectrogram 	04	04	2682975.419975	2682981.236025	13	29	08/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_133000Z.aif	86896MD01_016K_M04_multi_20180811_133000Z.aif	75.419974752	08/11/2018	13:31:15.420	0.580166	1-4-f	parm file = FW2O_p25.mat
17643	Spectrogram 	01	01	2683034.811975	2683040.628025	13	29	08/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_133000Z.aif	86896MD01_016K_M04_multi_20180811_133000Z.aif	134.811974752	08/11/2018	13:32:14.812	0.511013	1-4-f	parm file = FW2O_p25.mat
17644	Spectrogram 	02	02	2683035.067975	2683040.884025	13	29	08/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_133000Z.aif	86896MD01_016K_M04_multi_20180811_133000Z.aif	135.067975	08/11/2018	13:32:15.068	0.566013	1-4-f	parm file = FW2O_p25.mat
17645	Spectrogram 	04	04	2683036.603975	2683042.420025	13	29	08/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_133000Z.aif	86896MD01_016K_M04_multi_20180811_133000Z.aif	136.603974752	08/11/2018	13:32:16.604	0.503202	1-4-f	parm file = FW2O_p25.mat
17646	Spectrogram 	01	01	2683168.939975	2683174.756025	13	29	08/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_133000Z.aif	86896MD01_016K_M04_multi_20180811_133000Z.aif	268.939974752	08/11/2018	13:34:28.940	0.549920	1-4-f	parm file = FW2O_p25.mat
17647	Spectrogram 	01	01	2683278.235975	2683284.052025	13	29	08/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_133000Z.aif	86896MD01_016K_M04_multi_20180811_133000Z.aif	378.235974752	08/11/2018	13:36:18.236	0.505249	1-4-f	parm file = FW2O_p25.mat
17648	Spectrogram 	01	01	2683531.651975	2683537.468025	13	29	08/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_133000Z.aif	86896MD01_016K_M04_multi_20180811_133000Z.aif	631.651974752	08/11/2018	13:40:31.652	0.523398	1-4-f	parm file = FW2O_p25.mat
17649	Spectrogram 	01	01	2683608.955975	2683614.772025	13	29	08/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_133000Z.aif	86896MD01_016K_M04_multi_20180811_133000Z.aif	708.955974752	08/11/2018	13:41:48.956	0.547617	1-4-f	parm file = FW2O_p25.mat
17650	Spectrogram 	01	01	2683664.243975	2683670.060025	13	29	08/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_133000Z.aif	86896MD01_016K_M04_multi_20180811_133000Z.aif	764.243974752	08/11/2018	13:42:44.244	0.520889	1-4-f	parm file = FW2O_p25.mat
17651	Spectrogram 	01	01	2683671.411975	2683677.228025	13	29	08/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_133000Z.aif	86896MD01_016K_M04_multi_20180811_133000Z.aif	771.411974752	08/11/2018	13:42:51.412	0.508225	1-4-f	parm file = FW2O_p25.mat
17652	Spectrogram 	01	01	2683692.915975	2683698.732025	13	29	08/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_133000Z.aif	86896MD01_016K_M04_multi_20180811_133000Z.aif	792.915974752	08/11/2018	13:43:12.916	0.574270	1-4-f	parm file = FW2O_p25.mat
17653	Spectrogram 	01	01	2683707.763975	2683713.580025	13	29	08/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_133000Z.aif	86896MD01_016K_M04_multi_20180811_133000Z.aif	807.763974752	08/11/2018	13:43:27.764	0.533545	1-4-f	parm file = FW2O_p25.mat
17654	Spectrogram 	01	01	2683715.187975	2683721.004025	13	29	08/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_133000Z.aif	86896MD01_016K_M04_multi_20180811_133000Z.aif	815.187974752	08/11/2018	13:43:35.188	0.504076	1-4-f	parm file = FW2O_p25.mat
17655	Spectrogram 	01	01	2683730.283975	2683736.100025	13	29	08/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_133000Z.aif	86896MD01_016K_M04_multi_20180811_133000Z.aif	830.283974752	08/11/2018	13:43:50.284	0.510381	1-4-f	parm file = FW2O_p25.mat
17656	Spectrogram 	01	01	2683755.371975	2683761.188025	13	29	08/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_133000Z.aif	86896MD01_016K_M04_multi_20180811_133000Z.aif	855.371974752	08/11/2018	13:44:15.372	0.517285	1-4-f	parm file = FW2O_p25.mat
17657	Spectrogram 	01	01	2683784.043975	2683789.860025	13	29	08/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_133000Z.aif	86896MD01_016K_M04_multi_20180811_133000Z.aif	884.043974752	08/11/2018	13:44:44.044	0.553029	1-4-f	parm file = FW2O_p25.mat
17658	Spectrogram 	03	03	2683830.371978	2683836.188028	13	29	08/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_134500Z.aif	86896MD01_016K_M04_multi_20180811_134500Z.aif	30.371978105	08/11/2018	13:45:30.372	0.505539	1-4-f	parm file = FW2O_p25.mat
17659	Spectrogram 	01	01	2683841.891978	2683847.708028	13	29	08/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180811\86896MD01_016K_M04_multi_20180811_134500Z.aif	86896MD01_016K_M04_multi_20180811_134500Z.aif	41.891978105	08/11/2018	13:45:41.892	0.510737	1-4-f	parm file = FW2O_p25.mat
