observationID,deploymentID,mediaID,eventID,eventStart,eventEnd,observationLevel,observationType,deviceSetupType,scientificName,count,lifeStage,sex,behavior,individualID,individualPositionRadius,individualPositionAngle,individualSpeed,bboxX,bboxY,bboxWidth,bboxHeight,frequencyLow,frequencyHigh,classificationMethod,classifiedBy,classificationTimestamp,classificationProbability,classificationConfirmation,observationTags,observationComments
86896MD01_016K_M04_multi_20180805_111500Z_15531,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180805_111500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.534159,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180805_174500Z_15584,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180805_174500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.512031,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180806_090000Z_15689,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180806_090000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.517543,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180807_011500Z_15759,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180807_011500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.509145,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180808_140000Z_16109,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180808_140000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.515153,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180808_143000Z_16278,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180808_143000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.521457,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180808_204500Z_16347,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180808_204500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.572319,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180808_224500Z_16440,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180808_224500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.511671,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180808_230000Z_16516,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180808_230000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.518708,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180808_233000Z_17074,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180808_233000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.526041,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180808_234500Z_17167,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180808_234500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.535198,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180809_121500Z_17356,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180809_121500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.546523,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180809_134500Z_17371,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180809_134500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.592991,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180809_164500Z_17396,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180809_164500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.568823,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180809_180000Z_17406,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180809_180000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.521579,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180809_180000Z_17407,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180809_180000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.506103,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180809_234500Z_17505,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180809_234500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.542862,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180810_100000Z_17534,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180810_100000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.523763,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180811_051500Z_17583,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180811_051500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.537176,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180811_113000Z_17633,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180811_113000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.540239,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180811_133000Z_17642,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180811_133000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.580166,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180812_130000Z_17850,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180812_130000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.574025,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180813_140000Z_18026,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180813_140000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.506446,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180814_023000Z_18121,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180814_023000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.591128,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180814_093000Z_18169,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180814_093000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.505846,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180814_143000Z_18256,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180814_143000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.564146,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180814_150000Z_18387,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180814_150000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.556312,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180814_171500Z_18435,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180814_171500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.514463,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180815_004500Z_18568,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180815_004500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.53108,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180815_010000Z_18602,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180815_010000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.520237,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180815_010000Z_18616,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180815_010000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.52276,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180815_014500Z_18715,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180815_014500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.511936,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180815_020000Z_18738,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180815_020000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.518755,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180815_024500Z_18971,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180815_024500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.526518,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180815_174500Z_19160,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180815_174500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.546712,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180816_013000Z_19304,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180816_013000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.601206,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180816_041500Z_19408,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180816_041500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.53877,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180816_130000Z_19571,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180816_130000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.561911,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180816_181500Z_19688,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180816_181500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.517243,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180816_193000Z_19767,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180816_193000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.621603,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180816_204500Z_19857,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180816_204500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.53142,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180817_001500Z_19928,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180817_001500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.523964,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180817_033000Z_19971,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180817_033000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.526584,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180817_050000Z_19996,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180817_050000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.643145,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180817_074500Z_20050,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180817_074500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.522158,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180817_120000Z_20159,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180817_120000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.508044,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180817_134500Z_20273,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180817_134500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.566866,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180817_163000Z_20356,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180817_163000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.548241,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180817_184500Z_20415,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180817_184500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.57444,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180817_201500Z_20443,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180817_201500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.501686,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180817_213000Z_20474,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180817_213000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.570904,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180817_220000Z_20521,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180817_220000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.51227,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180817_223000Z_20537,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180817_223000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.645523,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180817_231500Z_20701,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180817_231500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.65108,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180817_231500Z_20789,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180817_231500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.516374,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_000000Z_20931,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_000000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.50081,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_000000Z_20942,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_000000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.521812,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_001500Z_21013,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_001500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.502272,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_001500Z_21048,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_001500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.501285,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_003000Z_21094,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_003000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.566953,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_014500Z_21176,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_014500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.687476,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_014500Z_21181,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_014500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.703497,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_014500Z_21211,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_014500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.85340800000000006,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_014500Z_21231,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_014500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.634853,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_014500Z_21252,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_014500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.662727,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_014500Z_21288,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_014500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.674279,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_020000Z_21462,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_020000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.787618,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_021500Z_21541,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_021500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.722518,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_033000Z_21670,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_033000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.7439,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_033000Z_21685,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_033000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.846778,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_034500Z_21806,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_034500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.775536,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_034500Z_21850,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_034500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.772543,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_034500Z_21882,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_034500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.753628,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_060000Z_22206,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_060000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.572945,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_073000Z_22392,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_073000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.511044,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_081500Z_22555,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_081500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.745367,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_083000Z_22691,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_083000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.615514,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_090000Z_22739,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_090000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.810512,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_090000Z_22815,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_090000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.80379,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_093000Z_22977,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_093000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.886466,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_093000Z_22993,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_093000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.872084,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_110000Z_23205,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_110000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.815983,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_110000Z_23237,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_110000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.861267,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_110000Z_23298,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_110000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.834745,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_111500Z_23339,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_111500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.794933,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_113000Z_23372,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_113000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.753274,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_113000Z_23462,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_113000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.848256,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_120000Z_23642,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_120000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.787084,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_121500Z_23789,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_121500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.582799,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_121500Z_23791,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_121500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.818681,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_123000Z_23810,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_123000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.540225,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_124500Z_23812,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_124500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.591666,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_124500Z_23827,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_124500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.860099,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_130000Z_24115,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_130000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.853485,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_130000Z_24119,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_130000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.690409,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_131500Z_24297,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_131500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.596851,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_131500Z_24329,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_131500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.811663,,,parm file = FW2O_p25.mat
